year,territory_raw,territory_level,metric,value
2017,Кърджали,district,urban,658.0
2017,Кърджали,district,rural,714.0
2017,Кюстендил,district,total,877.0
2017,Кюстендил,district,urban,693.0
2017,Кюстендил,district,rural,184.0
2017,Ловеч,district,total,1009.0
2017,Ловеч,district,urban,666.0
2017,Ловеч,district,rural,343.0
2017,Монтана,district,total,1019.0
2017,Монтана,district,urban,643.0
2017,Монтана,district,rural,376.0
2017,Пазарджик,district,total,2347.0
2017,Пазарджик,district,urban,1481.0
2017,Пазарджик,district,rural,866.0
2017,Перник,district,total,922.0
2017,Перник,district,urban,796.0
2017,Перник,district,rural,126.0
2017,Плевен,district,total,2112.0
2017,Плевен,district,urban,1378.0
2017,Плевен,district,rural,734.0
2017,Пловдив,district,total,6410.0
2017,Пловдив,district,urban,4901.0
2017,Пловдив,district,rural,1509.0
2017,Разград,district,total,882.0
2017,Разград,district,urban,391.0
2017,Разград,district,rural,491.0
2017,Русе,district,total,1688.0
2017,Русе,district,urban,1321.0
2017,Русе,district,rural,367.0
2017,Силистра,district,total,928.0
2017,Силистра,district,urban,370.0
2017,Силистра,district,rural,558.0
2017,Сливен,district,total,2372.0
2017,Сливен,district,urban,1396.0
2017,Сливен,district,rural,976.0
2017,Смолян,district,total,741.0
2017,Смолян,district,urban,438.0
2017,Смолян,district,rural,303.0
2017,София (столица),district,total,13597.0
2017,София (столица),district,urban,13128.0
2017,София (столица),district,rural,469.0
2017,София,district,total,1968.0
2017,София,district,urban,1283.0
2017,София,district,rural,685.0
2017,Стара Загора,district,total,3067.0
2017,Стара Загора,district,urban,2175.0
2017,Стара Загора,district,rural,892.0
2017,Търговище,district,total,938.0
2017,Търговище,district,urban,485.0
2017,Търговище,district,rural,453.0
2017,Хасково,district,total,2027.0
2017,Хасково,district,urban,1503.0
2017,Хасково,district,rural,524.0
2017,Шумен,district,total,1409.0
2017,Шумен,district,urban,840.0
2017,Шумен,district,rural,569.0
2017,Ямбол,district,total,1136.0
2017,Ямбол,district,urban,828.0
2017,Ямбол,district,rural,308.0
2018,България,country,total,62197.0
2018,България,country,urban,46877.0
2018,България,country,rural,15320.0
2018,Благоевград,district,total,2676.0
2018,Благоевград,district,urban,1723.0
2018,Благоевград,district,rural,953.0
2018,Бургас,district,total,3724.0
2018,Бургас,district,urban,2773.0
2018,Бургас,district,rural,951.0
2018,Варна,district,total,4275.0
2018,Варна,district,urban,3616.0
2018,Варна,district,rural,659.0
2018,Велико Търново,district,total,1901.0
2018,Велико Търново,district,urban,1396.0
2018,Велико Търново,district,rural,505.0
2018,Видин,district,total,586.0
2018,Видин,district,urban,403.0
2018,Видин,district,rural,183.0
2018,Враца,district,total,1375.0
2018,Враца,district,urban,822.0
2018,Враца,district,rural,553.0
2018,Габрово,district,total,741.0
2018,Габрово,district,urban,608.0
2018,Габрово,district,rural,133.0
2018,Добрич,district,total,1293.0
2018,Добрич,district,urban,887.0
2018,Добрич,district,rural,406.0
2018,Кърджали,district,total,1380.0
2018,Кърджали,district,urban,623.0
2018,Кърджали,district,rural,757.0
2018,Кюстендил,district,total,831.0
2018,Кюстендил,district,urban,661.0
2018,Кюстендил,district,rural,170.0
2018,Ловеч,district,total,1028.0
2018,Ловеч,district,urban,662.0
2018,Ловеч,district,rural,366.0
2018,Монтана,district,total,1004.0
2018,Монтана,district,urban,671.0
2018,Монтана,district,rural,333.0
2018,Пазарджик,district,total,2414.0
2018,Пазарджик,district,urban,1528.0
2018,Пазарджик,district,rural,886.0
2018,Перник,district,total,933.0
2018,Перник,district,urban,812.0
2018,Перник,district,rural,121.0
2018,Плевен,district,total,1945.0
2018,Плевен,district,urban,1278.0
2018,Плевен,district,rural,667.0
2018,Пловдив,district,total,6337.0
2018,Пловдив,district,urban,4872.0
2018,Пловдив,district,rural,1465.0
2018,Разград,district,total,942.0
2018,Разград,district,urban,407.0
2018,Разград,district,rural,535.0
2018,Русе,district,total,1687.0
2018,Русе,district,urban,1365.0
2018,Русе,district,rural,322.0
2018,Силистра,district,total,819.0
2018,Силистра,district,urban,311.0
2018,Силистра,district,rural,508.0
2018,Сливен,district,total,2258.0
2018,Сливен,district,urban,1397.0
2018,Сливен,district,rural,861.0
2018,Смолян,district,total,671.0
2018,Смолян,district,urban,410.0
2018,Смолян,district,rural,261.0
2018,София (столица),district,total,13060.0
2018,София (столица),district,urban,12598.0
2018,София (столица),district,rural,462.0
2018,София,district,total,1988.0
2018,София,district,urban,1350.0
2018,София,district,rural,638.0
2018,Стара Загора,district,total,2938.0
2018,Стара Загора,district,urban,2120.0
2018,Стара Загора,district,rural,818.0
2018,Търговище,district,total,947.0
2018,Търговище,district,urban,495.0
2018,Търговище,district,rural,452.0
2018,Хасково,district,total,1819.0
2018,Хасково,district,urban,1327.0
2018,Хасково,district,rural,492.0
2018,Шумен,district,total,1451.0
2018,Шумен,district,urban,886.0
2018,Шумен,district,rural,565.0
2018,Ямбол,district,total,1174.0
2018,Ямбол,district,urban,876.0
2018,Ямбол,district,rural,298.0
2019,България,country,total,61538.0
2019,България,country,urban,45991.0
2019,България,country,rural,15547.0
2019,Благоевград,district,total,2794.0
2019,Благоевград,district,urban,1763.0
2019,Благоевград,district,rural,1031.0
2019,Бургас,district,total,3766.0
2019,Бургас,district,urban,2826.0
2019,Бургас,district,rural,940.0
2019,Варна,district,total,4284.0
2019,Варна,district,urban,3619.0
2019,Варна,district,rural,665.0
2019,Велико Търново,district,total,1743.0
2019,Велико Търново,district,urban,1283.0
2019,Велико Търново,district,rural,460.0
2019,Видин,district,total,548.0
2019,Видин,district,urban,352.0
2019,Видин,district,rural,196.0
2019,Враца,district,total,1348.0
2019,Враца,district,urban,760.0
2019,Враца,district,rural,588.0
2019,Габрово,district,total,751.0
2019,Габрово,district,urban,606.0
2019,Габрово,district,rural,145.0
2019,Добрич,district,total,1356.0
