year,territory_raw,territory_level,metric,value
2016,Смолян,district,rural,193.0
2016,София (столица),district,total,7031.0
2016,София (столица),district,urban,6769.0
2016,София (столица),district,rural,262.0
2016,София,district,total,1364.0
2016,София,district,urban,885.0
2016,София,district,rural,479.0
2016,Стара Загора,district,total,2051.0
2016,Стара Загора,district,urban,1341.0
2016,Стара Загора,district,rural,710.0
2016,Търговище,district,total,535.0
2016,Търговище,district,urban,234.0
2016,Търговище,district,rural,301.0
2016,Хасково,district,total,1319.0
2016,Хасково,district,urban,924.0
2016,Хасково,district,rural,395.0
2016,Шумен,district,total,910.0
2016,Шумен,district,urban,582.0
2016,Шумен,district,rural,328.0
2016,Ямбол,district,total,819.0
2016,Ямбол,district,urban,549.0
2016,Ямбол,district,rural,270.0
2017,България,country,total,37658.0
2017,България,country,urban,27186.0
2017,България,country,rural,10472.0
2017,Благоевград,district,total,1191.0
2017,Благоевград,district,urban,776.0
2017,Благоевград,district,rural,415.0
2017,Бургас,district,total,2099.0
2017,Бургас,district,urban,1569.0
2017,Бургас,district,rural,530.0
2017,Варна,district,total,2587.0
2017,Варна,district,urban,2101.0
2017,Варна,district,rural,486.0
2017,Велико Търново,district,total,1405.0
2017,Велико Търново,district,urban,977.0
2017,Велико Търново,district,rural,428.0
2017,Видин,district,total,450.0
2017,Видин,district,urban,275.0
2017,Видин,district,rural,175.0
2017,Враца,district,total,967.0
2017,Враца,district,urban,499.0
2017,Враца,district,rural,468.0
2017,Габрово,district,total,496.0
2017,Габрово,district,urban,405.0
2017,Габрово,district,rural,91.0
2017,Добрич,district,total,896.0
2017,Добрич,district,urban,578.0
2017,Добрич,district,rural,318.0
2017,Кърджали,district,total,487.0
2017,Кърджали,district,urban,255.0
2017,Кърджали,district,rural,232.0
2017,Кюстендил,district,total,523.0
2017,Кюстендил,district,urban,397.0
2017,Кюстендил,district,rural,126.0
2017,Ловеч,district,total,725.0
2017,Ловеч,district,urban,463.0
2017,Ловеч,district,rural,262.0
2017,Монтана,district,total,735.0
2017,Монтана,district,urban,412.0
2017,Монтана,district,rural,323.0
2017,Пазарджик,district,total,1558.0
2017,Пазарджик,district,urban,965.0
2017,Пазарджик,district,rural,593.0
2017,Перник,district,total,583.0
2017,Перник,district,urban,507.0
2017,Перник,district,rural,76.0
2017,Плевен,district,total,1465.0
2017,Плевен,district,urban,848.0
2017,Плевен,district,rural,617.0
2017,Пловдив,district,total,3631.0
2017,Пловдив,district,urban,2622.0
2017,Пловдив,district,rural,1009.0
2017,Разград,district,total,428.0
2017,Разград,district,urban,206.0
2017,Разград,district,rural,222.0
2017,Русе,district,total,923.0
2017,Русе,district,urban,711.0
2017,Русе,district,rural,212.0
2017,Силистра,district,total,495.0
2017,Силистра,district,urban,202.0
2017,Силистра,district,rural,293.0
2017,Сливен,district,total,1698.0
2017,Сливен,district,urban,896.0
2017,Сливен,district,rural,802.0
2017,Смолян,district,total,504.0
2017,Смолян,district,urban,302.0
2017,Смолян,district,rural,202.0
2017,София (столица),district,total,7024.0
2017,София (столица),district,urban,6769.0
2017,София (столица),district,rural,255.0
2017,София,district,total,1288.0
2017,София,district,urban,829.0
2017,София,district,rural,459.0
2017,Стара Загора,district,total,2098.0
2017,Стара Загора,district,urban,1385.0
2017,Стара Загора,district,rural,713.0
2017,Търговище,district,total,528.0
2017,Търговище,district,urban,248.0
2017,Търговище,district,rural,280.0
2017,Хасково,district,total,1333.0
2017,Хасково,district,urban,968.0
2017,Хасково,district,rural,365.0
2017,Шумен,district,total,788.0
2017,Шумен,district,urban,492.0
2017,Шумен,district,rural,296.0
2017,Ямбол,district,total,753.0
2017,Ямбол,district,urban,529.0
2017,Ямбол,district,rural,224.0
2018,България,country,total,36367.0
2018,България,country,urban,26423.0
2018,България,country,rural,9944.0
2018,Благоевград,district,total,1205.0
2018,Благоевград,district,urban,777.0
2018,Благоевград,district,rural,428.0
2018,Бургас,district,total,1990.0
2018,Бургас,district,urban,1510.0
2018,Бургас,district,rural,480.0
2018,Варна,district,total,2473.0
2018,Варна,district,urban,1991.0
2018,Варна,district,rural,482.0
2018,Велико Търново,district,total,1268.0
2018,Велико Търново,district,urban,864.0
2018,Велико Търново,district,rural,404.0
2018,Видин,district,total,463.0
2018,Видин,district,urban,309.0
2018,Видин,district,rural,154.0
2018,Враца,district,total,1009.0
2018,Враца,district,urban,546.0
2018,Враца,district,rural,463.0
2018,Габрово,district,total,504.0
2018,Габрово,district,urban,407.0
2018,Габрово,district,rural,97.0
2018,Добрич,district,total,780.0
2018,Добрич,district,urban,518.0
2018,Добрич,district,rural,262.0
2018,Кърджали,district,total,493.0
2018,Кърджали,district,urban,235.0
2018,Кърджали,district,rural,258.0
2018,Кюстендил,district,total,519.0
2018,Кюстендил,district,urban,404.0
2018,Кюстендил,district,rural,115.0
2018,Ловеч,district,total,778.0
2018,Ловеч,district,urban,482.0
2018,Ловеч,district,rural,296.0
2018,Монтана,district,total,685.0
2018,Монтана,district,urban,404.0
2018,Монтана,district,rural,281.0
2018,Пазарджик,district,total,1570.0
2018,Пазарджик,district,urban,960.0
2018,Пазарджик,district,rural,610.0
2018,Перник,district,total,585.0
2018,Перник,district,urban,504.0
2018,Перник,district,rural,81.0
2018,Плевен,district,total,1331.0
2018,Плевен,district,urban,792.0
2018,Плевен,district,rural,539.0
